name,state,published,closing
Professional Architectural / Engineering Services For Gateway East Garage 2021 Improvements,"
								Ohio","
								08/02/2021","
								08/20/2021"
"Beulah Park, Phase 1 Project","
								Ohio","
								08/02/2021","
								08/20/2021"
Hitachi SAN (Storage Area Network),"
								Tennessee","
								08/02/2021","
								08/16/2021"
VARIOUS ROUTES IN OLDHAM COUNTY,"
								Kentucky","
								08/02/2021","
								08/20/2021"
ASPHALT SURFACE WITH GRADE & DRAIN,"
								Kentucky","
								08/02/2021","
								08/20/2021"
KY 21 AND US 25 IN MADISON COUNTY,"
								Kentucky","
								08/02/2021","
								08/20/2021"
GUARDRAIL,"
								Kentucky","
								08/02/2021","
								08/20/2021"
ASPHALT RESURFACING,"
								Kentucky","
								08/02/2021","
								08/20/2021"
ASPHALT RESURFACING,"
								Kentucky","
								08/02/2021","
								08/20/2021"
EAST BEND ROAD (KY 338),"
								Kentucky","
								08/02/2021","
								08/20/2021"
ASPHALT RESURFACING,"
								Kentucky","
								08/02/2021","
								08/20/2021"
ASPHALT RESURFACING,"
								Kentucky","
								08/02/2021","
								08/20/2021"
LONDON - CORBIN (US 25),"
								Kentucky","
								08/02/2021","
								08/20/2021"
ASPHALT RESURFACING,"
								Kentucky","
								08/02/2021","
								08/20/2021"
KY 172 IN JOHNSON COUNTY,"
								Kentucky","
								08/02/2021","
								08/20/2021"
2020 Van Wert County Radio Project,"
								Ohio","
								08/02/2021","
								08/17/2021"
JUNCTION CITY TO STANDFORD ROAD (US 150),"
								Kentucky","
								08/02/2021","
								08/20/2021"
SOUTH WALNUT STREET (US 31W),"
								Kentucky","
								08/02/2021","
								08/20/2021"
VARIOUS ROUTES IN FRANKLIN COUNTY,"
								Kentucky","
								08/02/2021","
								08/20/2021"
GRADE & DRAIN VARIOUS ROUTES IN LOGAN COUNTY,"
								Kentucky","
								08/02/2021","
								08/20/2021"
I-71,"
								Kentucky","
								08/02/2021","
								08/20/2021"
GUARDRAIL,"
								Kentucky","
								08/02/2021","
								08/20/2021"
ASPHALT RESURFACING,"
								Kentucky","
								08/02/2021","
								08/20/2021"
ASPHALT RESURFACING HURSTBOURNE LANE (KY 1747),"
								Kentucky","
								08/02/2021","
								08/20/2021"
ASPHALT RESURFACING VARIOUS ROUTES IN HENDERSON COUNTY,"
								Kentucky","
								08/02/2021","
								08/20/2021"
ASPHALT RESURFACING OWENTON ROAD (US 127),"
								Kentucky","
								08/02/2021","
								08/20/2021"
LANDSCAPE DESIGN PROJECT FOR THE NEW ROUNDABOUT AT RONALD REAGAN CROSS COUNTY HIGHWAY AND MONTGOMERY ROAD,"
								Ohio","
								08/02/2021","
								08/16/2021"
ASPHALT RESURFACING,"
								Kentucky","
								08/02/2021","
								08/20/2021"
GUARDRAIL BELL COUNTY KY 190 & LESLIE COUNTY KY 406,"
								Kentucky","
								08/02/2021","
								08/20/2021"
DAYTON PARALLEL SANITARY INTERCEPTOR PHASES C & D,"
								Ohio","
								08/02/2021","
								08/26/2021"
CRAB ORCHARD ROAD (KY 39),"
								Kentucky","
								08/02/2021","
								08/20/2021"
ASPHALT RESURFACING,"
								Kentucky","
								08/02/2021","
								08/20/2021"
GUARDRAIL KY 53 (WASHINGTON COUNTY) & KY 1061 (TAYLOR COUNTY),"
								Kentucky","
								08/02/2021","
								08/20/2021"
"KY 7, KY 113, & KY 805","
								Kentucky","
								08/02/2021","
								08/20/2021"
Parkridge Cir. NW Water Main Extension Project,"
								Ohio","
								08/02/2021","
								08/17/2021"
MAD RIVER TOWNSHIP CHIP SEAL BID 2021,"
								Ohio","
								08/02/2021","
								08/16/2021"
NEW HOPE RD (KY 2870),"
								Kentucky","
								08/02/2021","
								08/20/2021"
ASPHALT RESURFACING LAGRANGE ROAD (KY 146),"
								Kentucky","
								08/02/2021","
								08/20/2021"
,,,
TAYLORSVILLE ROAD (KY 155),"
								Kentucky","
								08/02/2021","
								08/20/2021"
VARIOUS ROUTES IN CALDWELL COUNTY,"
								Kentucky","
								08/02/2021","
								08/20/2021"
"GRADE, DRAIN & SURFACE WITH BRIDGE","
								Kentucky","
								08/02/2021","
								08/20/2021"
ASPHALT RESURFACING LEXINGTON ROAD (US 27),"
								Kentucky","
								08/02/2021","
								08/20/2021"
ASPHALT RESURFACING HAWESVILLE ROAD (US 60),"
								Kentucky","
								08/02/2021","
								08/20/2021"
ASPHALT RESURFACING,"
								Kentucky","
								08/02/2021","
								08/20/2021"
ASPHALT RESURFACING VARIOUS ROUTES IN MAGOFFIN COUNTY,"
								Kentucky","
								08/02/2021","
								08/20/2021"
ASPHALT RESURFACING,"
								Kentucky","
								08/02/2021","
								08/20/2021"
RAPIDS ROAD (KY 73),"
								Kentucky","
								08/02/2021","
								08/20/2021"
ASPHALT RESURFACING,"
								Kentucky","
								08/02/2021","
								08/20/2021"
Sewer District Project 610,"
								Ohio","
								08/02/2021","
								08/26/2021"
US 25 AND US 27 IN FAYETTE COUNTY,"
								Kentucky","
								08/02/2021","
								08/20/2021"
ASPHALT RESURFACING,"
								Kentucky","
								08/02/2021","
								08/20/2021"
"BRIDGE WITH GRADE, DRAIN & SURFACE","
								Kentucky","
								08/02/2021","
								08/20/2021"
SPRING GROVE TO UNIONTOWN ROAD (KY 360),"
								Kentucky","
								08/02/2021","
								08/20/2021"
NEW SHEPHERDVILLE ROAD ( KY 245),"
								Kentucky","
								08/02/2021","
								08/20/2021"
BRIDGE STEEL REPAIRS,"
								Kentucky","
								08/02/2021","
								08/20/2021"
VARIOUS ROUTES IN LESLIE COUNTY,"
								Kentucky","
								08/02/2021","
								08/20/2021"
ASPHALT RESURFACING ROCKWELL ROAD (KY 2888),"
								Kentucky","
								08/02/2021","
								08/20/2021"
KY HIGHWAY 15 (KY 15),"
								Kentucky","
								08/02/2021","
								08/20/2021"
McCall Farms Inc 2021 Paving Improvements Project (2),"
								South Carolina","
								08/02/2021","
								08/26/2021"
ASPHALT RESURFACING,"
								Kentucky","
								08/02/2021","
								08/20/2021"
W HIGHWAY 60 (US 60),"
								Kentucky","
								08/02/2021","
								08/20/2021"
ASPHALT REHAB INTERSTATE/PARKWAY,"
								Kentucky","
								08/02/2021","
								08/20/2021"
CONTRACT: Snow Plowing Services,"
								New Hampshire","
								08/02/2021","
								08/20/2021"
KY 1259 IN WHITLEY COUNTY & KY 3438 IN KNOX COUNTY,"
								Kentucky","
								08/02/2021","
								08/20/2021"
ASPHALT RESURFACING,"
								Kentucky","
								08/02/2021","
								08/20/2021"
Security Services,"
								Ohio","
								08/02/2021","
								09/07/2021"
ASPHALT RESURFACING,"
								Kentucky","
								08/02/2021","
								08/20/2021"
MADISON PIKE (KY 17),"
								Kentucky","
								08/02/2021","
								08/20/2021"
ASPHALT RESURFACING,"
								Kentucky","
								08/02/2021","
								08/20/2021"
Community Development Block Grant (CDBG) Internal Auditor-Economic Development,"
								Missouri","
								08/02/2021","
								08/20/2021"
VARIOUS ROUTES IN CHRISTIAN COUNTY,"
								Kentucky","
								08/02/2021","
								08/20/2021"
Rainbow Trout,"
								Oklahoma","
								08/02/2021","
								08/20/2021"
KY 777 & KY 1498,"
								Kentucky","
								08/02/2021","
								08/20/2021"
PENNYRILE PARKWAY(PW-9004),"
								Kentucky","
								08/02/2021","
								08/20/2021"
FIBER-TO-THE-HOME DESIGN WORK,"
								Washington","
								08/02/2021","
								08/19/2021"
GLASGOW-BURKESVILLE ROAD (KY 90),"
								Kentucky","
								08/02/2021","
								08/20/2021"
Furnish and Deliver Aeration Blower,"
								Hawaii","
								08/02/2021","
								08/19/2021"
Storm Drain Rehabilitation and Replacement Project,"
								California","
								08/02/2021","
								08/19/2021"
UT Martin; RFP #2483008 Physical Plant Air FIlters,"
								Tennessee","
								08/02/2021","
								08/19/2021"
Grounds Maintenance - Air Guard/ Birmingham,"
								Alabama","
								08/02/2021","
								08/19/2021"
Torchmate Plasma Cutting Table,"
								Nevada","
								08/02/2021","
								08/19/2021"
Janitorial Services in Alameda County,"
								California","
								08/02/2021","
								08/19/2021"
Liquid Carbon Dioxide,"
								Minnesota","
								08/02/2021","
								08/19/2021"
Admissions Chartered Buses,"
								Iowa","
								08/02/2021","
								08/19/2021"
"Project Management & Consulting Services for Police and Fire CAD Mobile Software Systems, Police Records, and Jail Management","
								New Mexico","
								08/02/2021","
								08/19/2021"
Art and Educational Supplies,"
								Iowa","
								08/02/2021","
								08/19/2021"
Implied Consent Blood Draw Kits(UW-MAD)[22-5149],"
								Wisconsin","
								08/02/2021","
								08/19/2021"
BANGS LAKE DRAIN STREAMBANK STABILIZATION AT OSAGE STREET,"
								Illinois","
								08/02/2021","
								08/19/2021"
Wrestling Building,"
								Tennessee","
								08/02/2021","
								08/19/2021"
Lockbox Services,"
								Florida","
								08/02/2021","
								08/19/2021"
Nature Trails Park Improvements,"
								Ohio","
								08/02/2021","
								08/17/2021"
2021 DOWNTOWN STAMPED CONCRETE CROSS- WALK PROJECT,"
								Ohio","
								08/02/2021","
								08/17/2021"
"Student Athletes Name, Image & Likeness","
								Kentucky","
								08/02/2021","
								08/19/2021"
De-Icing Salt,"
								Kansas","
								08/02/2021","
								08/19/2021"
Furnish and Deliver Insulation Materials/Supplies,"
								Virginia","
								08/02/2021","
								08/19/2021"
MOTOR FUEL,"
								Washington","
								08/02/2021","
								08/16/2021"
Philippe Pointe Pedestrian Bridge Water Main,"
								Florida","
								08/02/2021","
								08/25/2021"
concrete and coating repairs to McKinley High School Stadium,"
								Ohio","
								08/02/2021","
								08/20/2021"
Defense Technology Launchers,"
								California","
								08/02/2021","
								08/19/2021"
ARPA & ESSER Capital Projects Program Management Services,"
								Connecticut","
								08/02/2021","
								08/19/2021"
"On call construction, engineering and inspection services","
								Virginia","
								08/02/2021","
								08/19/2021"
Asphalt Patching Services - Carroll County,"
								Virginia","
								08/02/2021","
								08/19/2021"
Crime Scene Equipment and Supplies - Catalog - COOP,"
								New Jersey","
								08/02/2021","
								08/19/2021"
2021 Removal And Replacement Of Concrete Sidewalk And Curb On Various Streets In The Unincorporated Areas Of The Town Of Hempstead,"
								New York","
								08/02/2021","
								08/19/2021"
FY2022 Black Dirt Supply & Delivery,"
								Minnesota","
								08/02/2021","
								08/19/2021"
2020 Bells Force Main and Pump Station Replacement - Lower Jackson Rd,"
								Tennessee","
								08/02/2021","
								08/19/2021"
Groceries,"
								New York","
								08/02/2021","
								08/19/2021"
"SMD_Services_Acid Wash of Concrete, Various Developments Manhattan","
								New York","
								08/02/2021","
								08/19/2021"
PAVING OF RESIDENTIAL AND MAJOR STREETS \REHABILITATION PROJECT,"
								California","
								08/02/2021","
								08/17/2021"
Bedford Police Station,"
								Massachusetts","
								08/02/2021","
								08/19/2021"
"SMD_Services_Roofing Repair at Saint Mary's Park, 645 Westchester Ave, Bronx","
								New York","
								08/02/2021","
								08/19/2021"
"SMD_Services_Repair & Replace of Heating Pipe & Mechanical Equip Insulation, NYC","
								New York","
								08/02/2021","
								08/19/2021"
City of Escondido CDBG Urban Corps North County Center Renovation,"
								California","
								08/02/2021","
								09/08/2021"
YAMAHA SOUSAPHONE (Model YSH-411S),"
								Mississippi","
								08/02/2021","
								08/19/2021"
Certification and Recertification Surveys of Medicare-Eligible Health Care Facilities,"
								Hawaii","
								08/02/2021","
								08/18/2021"
Central Sioux Falls Green Infrastructure,"
								South Dakota","
								08/02/2021","
								08/19/2021"
Bike Lockers and Installation,"
								California","
								08/02/2021","
								08/18/2021"
BURR AVENUE CONSTRUCTION PROJECT,"
								Washington","
								08/02/2021","
								08/18/2021"
Parking lot sweeping and pressure washing and/or steam cleaning at the DMV Oakland Coliseum,"
								California","
								08/02/2021","
								08/18/2021"
Neurosciences Research Building (NRB) Lab 2124 Equipment Replacement and Modernization,"
								North Carolina","
								08/02/2021","
								08/18/2021"
Congregate Nutrition Services,"
								Washington","
								08/02/2021","
								Not Stated"
Power Distribution Holiday Lighting,"
								Washington","
								08/02/2021","
								08/18/2021"
TRAVEL MANAGEMENT SERVICES FOR JEFFERSON COUNTY COMMISSION,"
								Alabama","
								08/02/2021","
								08/18/2021"
Lender for Federally Insured Loan Program in Support of Affordable & Mixed-Income Housing,"
								Tennessee","
								08/02/2021","
								08/18/2021"
CAMPUS WAYFINDING AND SIGNAGE PLAN,"
								California","
								08/02/2021","
								10/06/2021"
CHARTER,"
								Washington","
								08/02/2021","
								08/16/2021"
GROCERY,"
								Washington","
								08/02/2021","
								08/16/2021"
ON-CALL APPRAISAL SERVICES,"
								Missouri","
								08/02/2021","
								08/19/2021"
BAKERY,"
								Washington","
								08/02/2021","
								08/16/2021"
Police and Fire Headquarters Renovation Project (Safety Center),"
								California","
								08/02/2021","
								09/08/2021"
